releaseid,releasename,institutionid,departmentid,taxonomylevel01id,institutionname,departmentname,numfac,taxonomylevel01name,ranknumfac,facthreshold,totpubs,rankjpubs,hasjpub,rankhasjpub,jppauth,rjppauth,totcits,rankcits,hascit,rankhascits,pauthcit,rpauthci,hasgrnt,rankhasgrant,totgno,ranknumgrnts,totgdol,rankgrntdols,totawds,rankawds,hasawd,rankhasawd,totbooks,rankbooks,hasbook,rankhasbook,awdwt,grntwt,bookswt,citswt,pubswt,pfacbp,b1,rb1,pb1,BPA,bppfac,b2,rb2,pb2,pfacjp,p1,rp1,pp1,jppfac,p2,rp2,pp2,pfacc,p3,rp3,pp3,cpfac,p4,rp4,pp4,cpp,p5,rp5,pp5,pfacgrnt,g1,rg1,pg1,gpfac,g2,rg2,pg2,gdpfac,g3,rg3,pg3,dolpgrnt,g4,rg4,pg4,awdpfac,a1,ra1,pa1,pfacawd,a2,ra2,pa2,meanrnk,CustIndex,RankCustIndex,pfsp,campusrank,general,zscore_hasawd,zscore_hasbook,zscore_hascit,zscore_hasgrnt,zscore_hasjpub,zscore_jppauth,zscore_pauthcit,zscore_totawds,zscore_totbooks,zscore_totcits,zscore_totgdol,zscore_totgno,zscore_totpubs,zscore_numfac,pct_hasawd,pct_hasbook,pct_hascit,pct_hasgrnt,pct_hasjpub,pct_jppauth,pct_pauthcit,pct_totawds,pct_totbooks,pct_totcits,pct_totgdol,pct_totgno,pct_totpubs,pct_numfac,departmentsindiscipline,createddate,totconfproc,hasconfproc,perauthorconfproc,perfacultyconfproc,pctfacultyconfproc,rank_hasconfproc,rank_perauthorconfproc,rank_totconfproc,rank_perfacultyconfproc,rank_pctfacultyconfproc,zscore_hasconfproc,zscore_perauthorconfproc,zscore_totconfproc,zscore_perfacultyconfproc,zscore_pctfacultyconfproc,pct_hasconfproc,pct_perauthorconfproc,pct_totconfproc,pct_perfacultyconfproc,pct_pctfacultyconfproc,confprocwt
45B1BD4E01B2,Stony Brook AAU,146,16599,58,New York University,"Economics (SOB), Department of",32,"Economics, General",28,0,152,22,31,21,4.9,35,1552,19,30,22,0.97,25,3,42.5,4,50,223025,52,26,18.5,15,22,58,6,15,12,10,2.5,7.97,9.01,13.51,0.47,1.72,5,94.2,3.866666667,1.81,1.93,3,97.1,0.97,1.25,6,92.75,4.75,0.15,23.5,68.12,0.94,1.07,8.5,89.86,48.5,0.3,19,73.91,7.57,0.38,23,68.12,0.09,-0.78,52,26.09,0.13,-0.83,55.5,21.74,6969.53,-0.7,56,20.29,55756.25,-0.58,56,20.29,0.81,0.29,14,81.16,0.47,0.47,21,71.01,18.16,1.1,11.5,85.51,0,0,0.21,1.11,0.42,-0.61,0.43,-0.21,0.46,0.12,1.31,0.18,-0.67,-0.72,0.18,0.15,71.01,84.06,71.01,44.93,72.46,50.72,65.22,75.36,92.75,73.91,26.09,33.33,69.57,60.87,68,3/7/15 10:55,2,2,1,0.06,0.06,13,29.5,20,18.5,13.5,0.83,-0.1,0.01,-0.06,0.6,89.86,76.81,79.71,75.36,82.61,0
45B1BD4E01B2,Stony Brook AAU,167,10290,58,Princeton University,"Economics, Department of",57,"Economics, General",2.5,0,392,1,54,2,7.26,7,6466,2,53,2,0.98,18,23,7,34,9,3431315,7,107,3,50,1,71,5,18,7,10,2.5,7.97,9.01,13.51,0.32,0.45,18.5,75.36,3.944444444,1.25,0.9,12,84.06,0.95,1.05,10,86.96,6.88,1.38,5,94.2,0.93,1.01,10,86.96,113.44,2.46,3,97.1,13.28,2.48,2,98.55,0.4,0.92,16,78.26,0.6,0.41,19,73.91,60198.51,0.14,23,68.12,100921.03,-0.05,25,65.22,1.88,1.87,5,94.2,0.88,2.1,5,94.2,8.89,1.8,4.5,97.1,0,0,3.08,1.61,2.28,1.8,2.24,1.11,0.67,2.89,1.82,3.79,0.88,1.38,2.96,2.01,100,92.75,98.55,92.75,98.55,91.3,75.36,97.1,94.2,98.55,91.3,88.41,100,98.55,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,177,6619,58,Rutgers - New Brunswick,"Economics, Department of",31,"Economics, General",29,0,102,42.5,22,38.5,4.64,43,626,42,23,32.5,1,9,1,60.5,1,62.5,32560,62,12,29.5,11,27.5,17,32,8,27.5,10,2.5,7.97,9.01,13.51,0.26,-0.03,34,52.17,2.125,0.55,-0.38,37,47.83,0.71,-1.22,63,10.14,3.29,-0.69,54,23.19,0.74,-0.59,52,26.09,20.19,-0.64,49,30.43,4.5,-0.74,51,27.54,0.03,-1.12,62,11.59,0.03,-1.08,63,10.14,1050.32,-0.8,63,10.14,32560,-0.85,60,14.49,0.39,-0.34,35,50.72,0.35,0.01,27,62.32,47.56,-0.9,52.5,26.09,0,0,-0.12,-0.06,-0.14,-0.85,-0.28,-0.36,0.94,-0.36,-0.31,-0.5,-0.77,-0.93,-0.4,0.08,62.32,65.22,59.42,17.39,46.38,39.13,100,59.42,56.52,40.58,11.59,11.59,40.58,59.42,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,205,6765,58,"Stony Brook University, State University of New York","Economics, Department of",16,"Economics, General",60.5,0,44,64,13,58,3.38,66,195,65,11,61,0.85,65,1,60.5,3,54.5,234258,51,4,51.5,1,63.5,4,60.5,3,56,10,2.5,7.97,9.01,13.51,0.19,-0.62,49,30.43,1.333333333,0.25,-0.92,60,14.49,0.81,-0.24,47,33.33,2.75,-1,61.5,13.04,0.69,-1.06,62,11.59,12.19,-0.9,64,8.7,3.61,-1.07,62,11.59,0.06,-0.95,57,18.84,0.19,-0.67,48,31.88,14641.13,-0.58,49,30.43,78086,-0.32,36,49.28,0.25,-0.55,49,30.43,0.06,-1.15,63,10.14,56.24,-1.5,64.5,8.7,0,0,-0.94,-0.9,-1.11,-0.85,-0.98,-1.06,-1.35,-0.64,-0.82,-0.82,-0.67,-0.79,-1.08,-1.04,11.59,24.64,13.04,17.39,18.84,5.8,7.25,27.54,14.49,7.25,27.54,23.19,8.7,14.49,68,3/7/15 10:55,1,1,1,0.06,0.06,30.5,29.5,34,18.5,13.5,-0.04,-0.1,-0.31,-0.06,0.6,73.91,76.81,63.77,75.36,82.61,0
45B1BD4E01B2,Stony Brook AAU,247,7425,58,"University of Arizona, The","Economics, Department of",18,"Economics, General",53.5,0,62,54.5,15,52,4.13,52.5,319,59,15,52,1,9,5,33.5,14,26.5,837388,38,5,50,5,45,5,59,2,62,10,2.5,7.97,9.01,13.51,0.11,-1.26,62.5,11.59,2.5,0.28,-0.87,58,17.39,0.83,-0.04,38.5,46.38,3.44,-0.6,49.5,30.43,0.83,0.19,32.5,55.07,17.72,-0.72,57,18.84,4.56,-0.72,50,28.99,0.28,0.23,23,68.12,0.78,0.89,13,82.61,46521.56,-0.08,26,63.77,59813.43,-0.53,52,26.09,0.28,-0.51,45,36.23,0.28,-0.29,35,50.72,44.92,-0.7,47.5,34.78,0,0,-0.61,-1.06,-0.79,-0.37,-0.83,-0.64,0.94,-0.6,-0.78,-0.73,-0.38,-0.02,-0.87,-0.89,39.13,14.49,27.54,55.07,26.09,26.09,100,28.99,15.94,15.94,46.38,63.77,23.19,26.09,68,3/7/15 10:55,1,1,1,0.06,0.06,30.5,29.5,34,23,16,-0.04,-0.1,-0.31,-0.09,0.45,73.91,76.81,63.77,68.12,78.26,0
45B1BD4E01B2,Stony Brook AAU,254,1788,58,"University of California, Los Angeles","Economics, Department of",37,"Economics, General",20,0,127,28,33,19,3.85,59,1094,25,33,17.5,0.94,39,13,16,20,18.5,1421183,23,30,15,20,16,8,52.5,5,46,10,2.5,7.97,9.01,13.51,0.14,-1.06,57,18.84,1.6,0.22,-0.99,61,13.04,0.89,0.52,23,68.12,3.43,-0.61,51,27.54,0.89,0.69,15,79.71,29.57,-0.33,37,47.83,6.97,0.16,27,62.32,0.35,0.64,19,73.91,0.54,0.27,22,69.57,38410.35,-0.2,30,57.97,71059.15,-0.4,40,43.48,0.81,0.29,15,79.71,0.54,0.76,18,75.36,32.6,0.1,28,63.77,0,0,0.62,-0.56,0.66,0.6,0.59,-0.8,0.09,0.25,-0.66,-0.16,-0.09,0.4,-0.11,0.52,78.26,37.68,76.81,79.71,73.91,15.94,44.93,79.71,26.09,65.22,68.12,75.36,60.87,72.46,68,3/7/15 10:55,4,1,4,0.11,0.03,30.5,5,10,12,37,-0.04,1.57,0.66,0.13,-0.19,73.91,94.2,88.41,84.06,47.83,0
45B1BD4E01B2,Stony Brook AAU,263,10175,58,University of Colorado Boulder,"Economics, Department of",30,"Economics, General",30.5,0,107,38,27,28.5,3.96,55,545,45,23,32.5,0.85,63,7,26,13,28,1233021,30,10,34.5,7,37,14,36,6,38.5,10,2.5,7.97,9.01,13.51,0.2,-0.52,45.5,36.23,2.333333333,0.47,-0.53,42,40.58,0.9,0.59,19,75.36,3.57,-0.53,46,34.78,0.77,-0.38,46,34.78,18.17,-0.7,53,24.64,4.19,-0.86,55,21.74,0.23,-0.01,27,62.32,0.43,-0.02,29,59.42,41100.7,-0.16,27,62.32,94847.77,-0.12,28,60.87,0.33,-0.42,38.5,46.38,0.23,-0.47,42,40.58,40.46,-0.4,42.5,42.03,0,0,-0.45,-0.39,-0.14,-0.13,0.12,-0.74,-1.26,-0.43,-0.43,-0.56,-0.18,-0.09,-0.35,0,50.72,52.17,59.42,66.67,60.87,21.74,10.14,53.62,50.72,36.23,57.97,60.87,46.38,57.97,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,280,4849,58,University of Illinois at Urbana-Champaign,"Economics, Department of",35,"Economics, General",23,0,155,20.5,31,21,5,31.5,798,37,30,22,0.94,41,8,23,12,30,1000668,34,10,34.5,8,33,32,18,8,27.5,10,2.5,7.97,9.01,13.51,0.23,-0.28,41,42.03,4,0.91,0.29,19,73.91,0.89,0.46,26.5,63.77,4.43,-0.03,29,59.42,0.86,0.39,24,68.12,22.8,-0.55,44,37.68,4.24,-0.84,54,23.19,0.23,-0.04,28,60.87,0.34,-0.26,33,53.62,28590.51,-0.36,40,43.48,83389,-0.25,34,52.17,0.29,-0.49,44,37.68,0.23,-0.49,43,39.13,35.35,-0.1,35.5,50.72,0,0,-0.37,-0.06,0.42,-0.01,0.43,-0.16,0.01,-0.43,0.28,-0.38,-0.3,-0.16,0.21,0.37,55.07,65.22,71.01,68.12,72.46,56.52,43.48,53.62,75.36,47.83,52.17,59.42,72.46,69.57,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,300,4956,58,University of Michigan,"Economics, Department of",47,"Economics, General",9,0,199,14,42,8.5,4.74,41,2291,11,42,8,1,9,25,3.5,32,12,12610716,1,35,12.5,26,11,25,24,9,23,10,2.5,7.97,9.01,13.51,0.19,-0.59,48,31.88,2.777777778,0.53,-0.41,39,44.93,0.89,0.53,22,69.57,4.23,-0.14,37,47.83,0.89,0.7,14,81.16,48.74,0.31,18,75.36,9.55,1.11,10,86.96,0.53,1.63,6,92.75,0.68,0.64,16,78.26,268313.11,3.45,2,98.55,394084.88,3.42,2,98.55,0.74,0.19,19,73.91,0.55,0.81,16,78.26,22.84,0.8,17,76.81,0,0,1.11,0.11,1.39,2.04,1.29,-0.31,0.94,0.42,0.01,0.72,5.34,1.24,0.72,1.27,85.51,69.57,89.86,97.1,89.86,42.03,100,84.06,68.12,85.51,100,84.06,81.16,88.41,68,3/7/15 10:55,3,3,1,0.06,0.06,5,29.5,13,17,12,1.69,-0.1,0.34,-0.06,0.63,97.1,76.81,84.06,76.81,84.06,0
45B1BD4E01B2,Stony Brook AAU,325,2991,58,University of Oregon,"Economics, Department of",20,"Economics, General",50,0,88,45,18,46,4.89,37,416,53,17,45.5,0.94,38,3,42.5,4,50,246001,50,2,60,2,57,4,60.5,2,62,10,2.5,7.97,9.01,13.51,0.1,-1.35,64,8.7,2,0.2,-1.02,62,11.59,0.9,0.59,19,75.36,4.4,-0.05,30,57.97,0.85,0.33,29,59.42,20.8,-0.62,48,31.88,3.92,-0.96,60,14.49,0.15,-0.47,38,46.38,0.2,-0.63,45.5,36.23,12300.05,-0.62,53,24.64,61500.25,-0.51,47,33.33,0.1,-0.77,61,13.04,0.1,-1,58,17.39,45.5,-0.8,50.5,28.99,0,0,-0.86,-1.06,-0.63,-0.61,-0.59,-0.22,0.12,-0.7,-0.82,-0.66,-0.66,-0.72,-0.57,-0.74,24.64,14.49,36.23,44.93,37.68,47.83,46.38,18.84,14.49,24.64,28.99,33.33,36.23,30.43,68,3/7/15 10:55,1,1,1,0.05,0.05,30.5,29.5,34,25,17,-0.04,-0.1,-0.31,-0.11,0.32,73.91,76.81,63.77,65.22,76.81,0
45B1BD4E01B2,Stony Brook AAU,335,5289,58,University of Southern California,"Economics, Department of",22,"Economics, General",47,0,111,34,18,46,6.17,15,748,39,18,44,1,9,3,42.5,7,38,796777,40,7,45.5,3,50.5,34,17,11,19,10,2.5,7.97,9.01,13.51,0.5,1.98,3.5,97.1,3.090909091,1.55,1.45,10,86.96,0.82,-0.19,46,34.78,5.05,0.32,19,73.91,0.82,0.06,40,43.48,34,-0.18,30,57.97,5.3,-0.45,40,43.48,0.14,-0.55,41,42.03,0.32,-0.32,38,46.38,36217.14,-0.24,34,52.17,113825.29,0.11,20,72.46,0.32,-0.45,41,42.03,0.14,-0.86,53,24.64,32.49,0.1,28,63.77,0,0,-0.78,0.44,-0.55,-0.61,-0.59,0.5,0.94,-0.53,0.36,-0.41,-0.4,-0.51,-0.3,-0.59,30.43,76.81,37.68,44.93,37.68,79.71,100,37.68,76.81,44.93,43.48,47.83,52.17,33.33,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,346,16135,58,University of Washington,"Finance and Business Economics, Department of",18,"Economics, General",53.5,0,41,66,11,60.5,3.73,61,565,43,13,56.5,1,9,0,66,0,66,0,66,2,60,2,57,3,63.5,2,62,10,2.5,7.97,9.01,13.51,0.11,-1.26,62.5,11.59,1.5,0.17,-1.08,64,8.7,0.61,-2.16,65.5,7.25,2.28,-1.27,66,5.8,0.72,-0.76,59,15.94,31.39,-0.27,33,53.62,10.87,1.59,5,94.2,0,-1.3,66,8.7,0,-1.16,66,8.7,0,-0.81,66,8.7,0,-1.24,66,8.7,0.11,-0.75,59.5,15.94,0.11,-0.96,56,20.29,54.75,-1.4,63,10.14,0,0,-0.86,-1.06,-0.95,-0.97,-1.14,-0.87,0.94,-0.7,-0.86,-0.55,-0.78,-1,-1.11,-0.89,24.64,14.49,20.29,8.7,14.49,13.04,100,18.84,11.59,39.13,8.7,8.7,5.8,26.09,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,229,6974,58,"University of Texas at Austin, The","Economics, Department of",28,"Economics, General",33,0,108,37,24,32,4.5,49,499,51,23,32.5,0.92,46,6,30,8,35.5,480942,46,11,31.5,10,29.5,12,41,7,32,10,2.5,7.97,9.01,13.51,0.25,-0.1,36.5,50.72,1.714285714,0.43,-0.6,47,34.78,0.86,0.19,33,55.07,3.86,-0.36,42,40.58,0.82,0.09,37.5,47.83,17.82,-0.71,56,20.29,4.06,-0.91,58,17.39,0.21,-0.12,31.5,56.52,0.29,-0.41,40,43.48,17176.5,-0.54,48,31.88,60117.75,-0.53,51,27.54,0.39,-0.33,34,52.17,0.36,0.02,26,63.77,40.7,-0.4,42.5,42.03,0,0,-0.2,-0.23,-0.14,-0.25,-0.12,-0.44,-0.25,-0.4,-0.51,-0.6,-0.55,-0.44,-0.33,-0.15,59.42,56.52,59.42,59.42,57.97,30.43,36.23,56.52,44.93,27.54,34.78,50.72,47.83,55.07,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,252,1727,58,"University of California, Davis","Economics, Department of",27,"Economics, General",35.5,0,110,35,24,32,4.58,45,1054,27,23,32.5,0.96,28.5,7,26,12,30,1088001,33,23,20.5,15,22,18,29.5,7,32,10,2.5,7.97,9.01,13.51,0.26,-0.02,33,53.62,2.571428571,0.67,-0.16,30.5,57.97,0.89,0.49,24.5,66.67,4.07,-0.24,39,44.93,0.85,0.34,27.5,62.32,39.04,-0.01,26,63.77,7.75,0.45,22,69.57,0.26,0.13,25,65.22,0.44,0.01,28,60.87,40296.33,-0.17,28,60.87,90666.75,-0.17,29,59.42,0.85,0.35,12,84.06,0.56,0.81,15,79.71,25.9,0.6,20,73.91,0,0,0.21,-0.23,-0.14,-0.13,-0.12,-0.39,0.32,0.01,-0.27,-0.19,-0.25,-0.16,-0.31,-0.22,71.01,56.52,59.42,66.67,57.97,36.23,60.87,72.46,59.42,62.32,53.62,59.42,50.72,50.72,68,3/7/15 10:55,2,2,1,0.07,0.07,13,29.5,20,15,9,0.83,-0.1,0.01,-0.01,0.86,89.86,76.81,79.71,79.71,88.41,0
45B1BD4E01B2,Stony Brook AAU,258,4679,58,"University of California, Santa Barbara","Economics, Department of",26,"Economics, General",38,0,102,42.5,24,32,4.25,50,906,35,23,32.5,0.96,28.5,7,26,11,32,1479662,22,8,41.5,7,37,14,36,8,27.5,10,2.5,7.97,9.01,13.51,0.31,0.38,21,71.01,1.75,0.54,-0.4,38,46.38,0.92,0.81,13,82.61,3.92,-0.32,41,42.03,0.88,0.62,18,75.36,34.85,-0.15,29,59.42,6.97,0.16,26,63.77,0.27,0.18,24,66.67,0.42,-0.04,30,57.97,56910.08,0.09,24,66.67,134514.73,0.35,16,78.26,0.31,-0.46,42,40.58,0.27,-0.33,37.5,47.83,28.88,0.4,24,68.12,0,0,-0.45,-0.06,-0.14,-0.13,-0.12,-0.58,0.32,-0.5,-0.43,-0.3,-0.06,-0.23,-0.4,-0.29,50.72,65.22,59.42,66.67,57.97,28.99,60.87,43.48,50.72,50.72,69.57,55.07,40.58,47.83,68,3/7/15 10:55,1,1,1,0.04,0.04,30.5,29.5,34,35,27,-0.04,-0.1,-0.31,-0.16,0.07,73.91,76.81,63.77,52.17,63.77,0
45B1BD4E01B2,Stony Brook AAU,263,30371,58,University of Colorado Boulder,Institute of Behavioral Science (IBS),44,"Economics, General",12.5,0,270,6,43,6.5,6.28,13,1898,15,44,6.5,1,9,23,7,50,2,6860563,3,23,20.5,11,27.5,37,15,18,7,10,2.5,7.97,9.01,13.51,0.41,1.23,10,86.96,2.055555556,0.84,0.16,23,68.12,0.98,1.33,3,97.1,6.14,0.95,11,85.51,1,1.61,2,100,43.14,0.12,21,71.01,5.73,-0.29,34,52.17,0.52,1.58,7,91.3,1.14,1.84,3,97.1,155921.89,1.66,4,95.65,137211.26,0.38,14,81.16,0.52,-0.14,26,63.77,0.25,-0.4,40,44.93,16.96,1.2,10,86.96,0,0,-0.12,1.61,1.55,1.8,1.37,0.56,0.94,0.01,0.48,0.43,2.55,2.51,1.54,1.04,62.32,92.75,92.75,92.75,92.75,82.61,100,72.46,79.71,79.71,97.1,98.55,92.75,84.06,68,3/7/15 10:55,5,3,1.67,0.11,0.07,5,13,7,11,10,1.69,0.27,0.99,0.15,0.73,97.1,82.61,92.75,85.51,86.96,0
45B1BD4E01B2,Stony Brook AAU,282,9310,58,"University of Kansas, The","Economics, Department of",18,"Economics, General",53.5,0,43,65,11,60.5,3.91,56,251,62,12,59,1,9,2,52,6,42,708835,42,4,51.5,4,48,12,41,6,38.5,10,2.5,7.97,9.01,13.51,0.33,0.59,14,82.61,2,0.67,-0.16,30.5,57.97,0.61,-2.16,65.5,7.25,2.39,-1.21,65,7.25,0.67,-1.23,64,10.14,13.94,-0.84,62,11.59,4.25,-0.84,53,24.64,0.11,-0.68,48.5,31.88,0.33,-0.28,35.5,52.17,39379.72,-0.19,29,59.42,118139.17,0.16,19,73.91,0.22,-0.59,51,27.54,0.22,-0.51,44,37.68,50.11,-1.1,59,15.94,0,0,-0.69,-0.39,-1.03,-0.73,-1.14,-0.77,0.94,-0.64,-0.51,-0.78,-0.44,-0.58,-1.09,-0.89,31.88,52.17,17.39,33.33,14.49,20.29,100,27.54,44.93,11.59,40.58,43.48,7.25,26.09,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,304,9911,58,University of Missouri,"Economics, Department of",20,"Economics, General",50,0,62,54.5,17,49,3.65,63,322,57,16,48.5,0.89,56,2,52,5,45.5,1371321,25,1,64.5,1,63.5,3,63.5,3,56,10,2.5,7.97,9.01,13.51,0.15,-0.93,55,21.74,1,0.15,-1.11,65,7.25,0.85,0.12,35,50.72,3.1,-0.8,57,18.84,0.8,-0.1,42,40.58,16.1,-0.77,58,17.39,4.18,-0.86,56,20.29,0.1,-0.75,50,28.99,0.25,-0.5,44,37.68,68566.05,0.27,18,75.36,274264.2,2,5,94.2,0.05,-0.84,65,7.25,0.05,-1.2,65,7.25,51.98,-1.2,61,14.49,0,0,-0.94,-0.9,-0.71,-0.73,-0.67,-0.92,-0.71,-0.74,-0.86,-0.73,-0.12,-0.65,-0.87,-0.74,11.59,24.64,33.33,33.33,30.43,10.14,23.19,8.7,11.59,18.84,65.22,36.23,23.19,30.43,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,327,5199,58,University of Pittsburgh,"Economics, Department of",24,"Economics, General",42,0,65,53,18,46,3.61,64,354,55,19,42.5,0.95,35.5,5,33.5,14,26.5,915627,36,9,38,5,45,10,47.5,6,38.5,10,2.5,7.97,9.01,13.51,0.25,-0.1,36.5,50.72,1.666666667,0.42,-0.62,50,28.99,0.75,-0.84,58,18.84,2.71,-1.02,63,10.14,0.79,-0.17,43,39.13,14.75,-0.82,61,13.04,4.66,-0.69,49,30.43,0.21,-0.15,34,52.17,0.58,0.38,20,72.46,38151.13,-0.21,31,56.52,65401.93,-0.47,46,34.78,0.38,-0.36,36.5,49.28,0.21,-0.57,46,34.78,48.56,-1,56,23.19,0,0,-0.61,-0.39,-0.46,-0.37,-0.59,-0.94,0.2,-0.47,-0.59,-0.7,-0.34,-0.02,-0.83,-0.44,39.13,52.17,40.58,55.07,37.68,8.7,50.72,47.83,34.78,21.74,49.28,63.77,24.64,42.03,68,3/7/15 10:55,1,1,1,0.04,0.04,30.5,29.5,34,31,22,-0.04,-0.1,-0.31,-0.15,0.14,73.91,76.81,63.77,57.97,71.01,0
45B1BD4E01B2,Stony Brook AAU,345,32054,58,University of Virginia,"Economics, Department of",27,"Economics, General",35.5,0,124,29.5,24,32,5.17,29,863,36,23,32.5,0.92,46,3,42.5,9,33.5,542424,45,9,38,8,33,10,47.5,6,38.5,10,2.5,7.97,9.01,13.51,0.22,-0.33,42,40.58,1.666666667,0.37,-0.7,51,27.54,0.89,0.49,24.5,66.67,4.59,0.06,27,62.32,0.85,0.34,27.5,62.32,31.96,-0.25,32,55.07,5.72,-0.3,35,50.72,0.11,-0.68,48.5,31.88,0.33,-0.28,35.5,52.17,20089.78,-0.5,44,37.68,60269.33,-0.53,50,28.99,0.33,-0.42,38.5,46.38,0.3,-0.22,33,53.62,34.49,0,32.5,56.52,0,0,-0.37,-0.39,-0.14,-0.61,-0.12,-0.07,-0.25,-0.47,-0.59,-0.33,-0.52,-0.37,-0.15,-0.22,55.07,52.17,59.42,44.93,57.97,59.42,36.23,47.83,34.78,49.28,36.23,53.62,59.42,50.72,68,3/7/15 10:55,1,1,1,0.04,0.04,30.5,29.5,34,37,29,-0.04,-0.1,-0.31,-0.17,0.03,73.91,76.81,63.77,47.83,59.42,0
45B1BD4E01B2,Stony Brook AAU,347,8351,58,University of Wisconsin - Madison,"Economics, Department of",36,"Economics, General",21,0,124,29.5,30,23,4.13,52.5,967,30,32,19.5,0.97,24,18,12,33,10.5,3175375,11,26,18.5,21,14.5,28,20.5,9,23,10,2.5,7.97,9.01,13.51,0.25,-0.1,36.5,50.72,3.111111111,0.78,0.04,24,66.67,0.83,-0.04,38.5,46.38,3.44,-0.6,49.5,30.43,0.89,0.66,16,78.26,26.86,-0.42,40,43.48,6.49,-0.01,30,57.97,0.5,1.45,9,89.86,0.92,1.26,9,88.41,88204.86,0.59,10,86.96,96223.48,-0.1,26,63.77,0.72,0.16,20,72.46,0.58,0.93,13,82.61,29.11,0.4,24,68.12,0,0,0.7,0.11,0.58,1.2,0.35,-0.64,0.49,0.12,0.12,-0.25,0.76,1.31,-0.15,0.45,81.16,69.57,73.91,84.06,68.12,26.09,66.67,75.36,72.46,57.97,85.51,86.96,59.42,71.01,68,3/7/15 10:55,0,0,0,0,0,55.5,55.5,55.5,55.5,55.5,-0.9,-0.65,-0.63,-0.32,-0.8,39.13,39.13,39.13,39.13,39.13,0
45B1BD4E01B2,Stony Brook AAU,351,8517,58,Vanderbilt University,"Economics, Department of",35,"Economics, General",23,0,150,23.5,29,24.5,5.17,28,976,29,27,26.5,0.9,51,5,33.5,6,42,432736,48,9,38,6,41,25,24,11,19,10,2.5,7.97,9.01,13.51,0.31,0.44,20,72.46,2.272727273,0.71,-0.08,27,62.32,0.83,-0.09,40,43.48,4.29,-0.11,34,52.17,0.77,-0.34,45,36.23,27.89,-0.38,39,44.93,5.36,-0.43,39,44.93,0.14,-0.51,39.5,44.93,0.17,-0.71,51,27.54,12363.89,-0.62,52,26.09,72122.67,-0.39,38,46.38,0.26,-0.54,48,31.88,0.17,-0.72,49,30.43,39.04,-0.3,39.5,44.93,0,0,-0.53,0.44,0.18,-0.37,0.27,-0.06,-0.55,-0.47,0.01,-0.25,-0.57,-0.58,0.15,0.37,43.48,76.81,63.77,55.07,66.67,60.87,27.54,47.83,68.12,59.42,31.88,43.48,68.12,69.57,68,3/7/15 10:55,2,1,2,0.06,0.03,30.5,9.5,20,22,36,-0.04,0.46,0.01,-0.08,-0.16,73.91,91.3,79.71,69.57,49.28,0
